"No.|Date|Genre|Bibl|ContextBefore|Hit|ContextAfter"
"72|2003-01-09|Zeitung|Berliner Zeitung, 09.01.2003|Wir stecken dem Antragsteller Heger aber noch ein zeitgemäß schlagendes Argument:|War s nicht Lenin, der dem gebeutelten Russland 1921 die Neue Ökonomische Politik (NÖP) verpasste?|Der Kriegskommunismus hatte einer Art Marktwirtschaft zu weichen, der Sozialismus kungelte mit kapitalistischen Elementen."
"73|2003-01-09|Zeitung|Berliner Zeitung, 09.01.2003|Als solches hat es dafür zu sorgen, dass Berlins Schüler bei Schulvergleichstests wie Pisa künftig besser abschneiden.|Die Senatsverwaltungen sollen künftig die Leitlinien der Politik formulieren, verwaltet werden aber soll diese in den Bezirken.|Das war der Leitspruch der Bezirksreform."
"74|2003-01-09|Zeitung|Berliner Zeitung, 09.01.2003|""Auch dabei: Playboy-Veteran Rolf Eden, Schauspielerin Anouschka Renzi, die Regisseure Detlev Buck und Leander Haußmann.|----Am Dienstagabend feierte Dieter Hoeneß, Manager bei Hertha BSC, mit 400 Gästen aus Sport, Politik und Kultur im BKA Luftschloss auf dem Schlossplatz in Mitte seinen 50. Geburtstag.|Und sein Bruder Uli Hoeneß, der große Bayern-Manager, mühte sich in seiner Laudatio redlich, mit dem Klischee zu brechen, dass immer er seinem Bruder, einen Schritt voraus sei."
"75|2003-01-09|Zeitung|Berliner Zeitung, 09.01.2003|Ich war ihnen echt dankbar dafür.|"" --- Prominenz aus Politik, Wirtschaft und Kultur folgte zusammen mit Vielfliegern der Einladung zum Lufthansa-Neujahrskonzert des Jeunesses Musicales Weltorchesters unter der Leitung von Yakov Kreizberg.|Und in der Pause plauschte man über die Fliegerei."
"76|2003-01-09|Zeitung|Berliner Zeitung, 09.01.2003|""Manche Kommune wird sich dann eben das Schwimmbad, die Vereinsförderung oder die Drogenberatung nicht mehr leisten können"", sagte er.|Wenn die Kommunen diese Leistungen nicht mehr oder nur immer weiter eingeschränkt anbieten könnten, gelange man aber an das Ende der kommunalen Politik.|""Dann können wir vor Ort nichts mehr gestalten, und das wird die Lebensqualität in den Kommunen deutlich beeinträchtigen"", sagte er."
"77|2003-01-10|Zeitung|Berliner Zeitung, 10.01.2003|Ein Berufungsgericht in Virginia hat diese Auffassung der Bush-Regierung bestärkt.|Politik Seite 8|"
"78|2003-01-10|Zeitung|Berliner Zeitung, 10.01.2003|Selbst diese Zahl scheint hoch gegriffen:|Am 26. Dezember demonstrierten 30000 der 180000 Zyperntürken, ein Sechstel der Bevölkerung der nur von Ankara anerkannten ""Türkischen Republik Nordzypern"", gegen die Politik Denktaschs und forderten ihn zum Rücktritt auf.|Um des eigenen Schutzes vor den Griechen willen haben die Zyperntürken sich bisher dem Einfluss Ankaras gebeugt."
"79|2003-01-10|Zeitung|Berliner Zeitung, 10.01.2003|Nordzypern könne dann zusammen mit der Türkei Mitglied der EU werden.|Aktan hat beste Beziehungen zur Staatsbürokratie, und vieles spricht dafür, dass sein Vorschlag zur offiziellen türkischen Politik werden könnte.|Fraglich jedoch ist, was die Zyperntürken im für März vorgesehenen Referendum dazu sagen - und ob sich der griechische Süden, der nichts mehr zu verlieren hat, auf eine solche Lösung einlässt."
"80|2003-01-10|Zeitung|Berliner Zeitung, 10.01.2003|Eine weitere Ausbildungsstätte, die Kriegsreporter vor ihren Einsätzen ansteuern, liegt etwa 100 Kilometer nördlich von London auf einem Gelände der englischen Streitkräfte.|Die ""pilgrim specialists"", ehemalige britische Elitekämpfer, bereiten Größen aus Politik und Wirtschaft auf das Verhalten bei möglichen Entführungen vor, schulen Chauffeure und Personenschützer.|Auch mit Journalisten spielen die ""pilgrim specialists"" konkrete Situationen durch, die bei der Arbeit im Kriegsgebiet aufkommen können: von dem wütenden Mob bis zur Geiselhaft."
"81|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Wer nun in Graz etwas werden will, muss es allen recht machen, den Traditionalisten, den Avantgardisten und den Größenwahnsinnigen.|In einer Stadt mit 232000 Einwohnern, in der die Verflechtungen zwischen Politik, Kultur und Medien so eng sind wie die Gässchen der Altstadt, hat man es sich schneller mit allen verscherzt als man zum Uhrturm hochsteigen kann.|So gesehen, ist Wolfgang Lorenz der richtige Programmchef für das Projekt Graz 2003, mit dem sich die Stadt beginnend mit der Eröffnungsfeier am Sonnabend als Europäische Kulturhauptstadt präsentiert."
"82|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Schon beinahe in Vergessenheit gerät dabei, dass die USA der restlichen Welt noch eine Erklärung schulden:|Warum Krieg, das allerletzte Mittel der Politik, im Falle Iraks unabweisbar notwendig sein soll.|Die rot-grüne Regierung in Berlin befindet sich in einer unangenehmen Lage:"
"83|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Wie soll denn dieses finanzielle Problem gelöst werden?|Die Politik hat dieses Problem mit ihren Entscheidungen aus den 70er- und 80er-Jahren zu verantworten.|Vor allem zwischen 2012 und 2022 wird der Staat höhere Versorgungsleistungen aufbringen müssen, danach sinken sie wieder."
"84|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Ist die Organisation des Öffentlichen Dienstes noch zeitgemäß?|Wir haben ja Reformvorschläge eingebracht, die die Politik aber nicht umgesetzt hat.|Wir wollen die Laufbahngruppen anders zuschneiden."
"85|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Aber Reformen sind nicht nur im Dienstrecht nötig, sondern vor allem bei den Strukturen.|Da aber ist die Politik reformunfähig.|Wo sehen Sie Möglichkeiten?"
"86|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Die spektakuläre Kündigung war nach nordkoreanischer Sitte erneut mit verbalen Angriffen auf die USA gespickt.|Nordkoreas Interessen seien ""ernsthaft bedroht""; die USA versuchten, die KDVR ""um jeden Preis zu ersticken"", und die IAEA, deren Inspektoren ausgewiesen wurden und nun auch nicht mehr zurückkehren dürfen, mache sich zum ""Werkzeug der feindlichen Politik"" Washingtons.|Die jüngste IAEA-Resolution, die Pjöngjang mit UN-Sanktionen drohte, wird als Angriff auf die Souveränität Nordkoreas zurückgewiesen."
"87|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Politik: ""Die Gesundheitsreform soll Versicherte schonen"" von Timot Szent-Ivanyi (8. Januar):|Die Volkssolidarität setzt sich dafür ein, dass der bislang in Deutschland gültige solidarische Charakter der gesundheitlichen Versorgung und sozialen Sicherung erhalten bleibt und ausgebaut wird."
"88|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Politik: ""PDS im Sog des Irak-Krieges"" von Jörg Michel (8. Januar):|Ich finde es prima, dass sich wenigstens die PDS ernsthaft mit Konsequenzen im Hinblick auf dieses Thema auseinander setzt."
"89|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Politik: ""Ein öffentlicher Mann"" von Abini Zöllner (4./5.|Januar):"
"90|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Januar):|Man muss nicht alle Lieder von Konstantin Wecker rückhaltlos gut finden, sollte aber fair anerkennen, dass er sich in seinen Grundanschauungen und seinem Engagement für eine sozialere Politik, gegen Neofaschismus und Kriegshetze mit den Jahren zum Glück nicht geändert hat und dementsprechend auch nach wie vor sein begeistertes Publikum findet.|Aber statt zu würdigen, dass jede Aktivität zur Verhinderung des von den meisten Politikern, Medien und Journalisten schon als ""gott (bush) gewollt"" akzeptierten Irak-Krieges dringend notwendig ist, wird Weckers geplante Reise nach Bagdad als Ausgeburt von kokainvernebelten Sinnen verunglimpft."
"91|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Politik: ""Der Pfarrer und die Polizei"" von Katrin Bischoff (8. Januar):|Der Bruch des Kirchenasyls ist gleichzeitig der Bruch eines der letzten Tabus in diesem Lande."
"92|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Politik: ""Von DiCaprio lernen"" von Christian Bommarius (7. Januar):|Bommarius hat Recht, zu allen Zeiten gab es Erscheinungen dieser Art."
"93|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Politik: ""Tarifkonflikt in Berlin spitzt sich zu"" von Th. Knuf und T. Miller (8. Januar):|Dieser Senat hat bisher außer Sparen noch keinerlei Visionen vermittelt, wohin es mit Berlin gehen soll."
"94|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Politik: ""Wirtschaft: Verdi schadet allen"" von M. Loke (2. Januar):|Die Ansichten bestimmter Funktionäre der Arbeitgeberverbände über den Tarifkampf der Gewerkschaft Verdi werden durch Ihre Überschrift zur Ansicht der ""Wirtschaft"" erklärt."
"95|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Bravo!|Das nenne ich eine gelungene Politik der öffentlichen Arbeitgeber:|Man wechsele den Unparteiischen so lange aus, bis er genehme Vorschläge macht."
"96|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Wer mag, der achte demnächst auf Kleinanzeigen.|----Gelebte Tierliebe ist in der rauen Politik selten geworden.|Schon deshalb, weil die Damen und Herren Parlamentarier sich nicht mehr wie früher auf dem Thingplatz treffen, wo auch Katzen streunen, Hunde kläffen und Hühner picken konnten."
"97|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Wenn sie das nicht tun, müssen die Aufsichtsbehörden gegen sie vorgehen.|Wie lässt sich eine weitere Eskalation zwischen Politik und Ärzteschaft verhindern?|Die Politik muss alle Möglichkeiten ausschöpfen, um mit der Ärzteschaft wieder ins Gespräch zu kommen."
"98|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Wie lässt sich eine weitere Eskalation zwischen Politik und Ärzteschaft verhindern?|Die Politik muss alle Möglichkeiten ausschöpfen, um mit der Ärzteschaft wieder ins Gespräch zu kommen.|Das ist die Aufgabe der Bundesgesundheitsministerin."
"99|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Diese Normalität war es auch, die ihn in Australien zu einer Popularität verholfen hat, die in keinem Verhältnis zu dem steht, was er sportlich erreicht hat.|Im vergangenen Jahr wurde er gar zum ""Australier des Jahres"" ausgerufen, eine Ehre, die sonst eher Nobelpreisträgern oder bedeutenden Führer aus Wirtschaft, Politik und Kirche zuteil wird.|Als bekannt wurde, dass er das Preisgeld seines ersten US-Open-Sieges fast komplett an das Brisbane Mater Hospital gespendet hatte, kannte die Bewunderung seiner Landsleute kaum Grenzen."
"100|2003-01-11|Zeitung|Berliner Zeitung, 11.01.2003|Es muss doch noch einen anderen Weg geben.|Und hier beginnt die Politik.|Hier müssten Visionen kommen."
"101|2003-01-13|Zeitung|Berliner Zeitung, 13.01.2003|Der US-Sondergesandte James Kelly traf zu Gesprächen über die Atomkrise in Seoul ein.|Seite 3, Analyse Seite 4, Politik Seite 9|"
"102|2003-01-13|Zeitung|Berliner Zeitung, 13.01.2003|Der Diktator als Cineast hat es sogar schon fertig gebracht, Ende der siebziger Jahre eine südkoreanische Schauspielerin zu seinem Gefallen in den Norden zu entführen.|Und es gibt nicht wenige, die behaupten, dass Kims Politik sich ausnehme, als bestehe sie aus Versatzstücken von Drehbüchern verschiedenster Agentenfilme.|Drohen, erpressen, töten, zerstören - wenn es sein muss, um jeden Preis."
"103|2003-01-13|Zeitung|Berliner Zeitung, 13.01.2003|Wenig ist klar, vieles ist widersprüchlich.|Und das gilt auch für seine Politik.|Mal lässt er Raketen über Japan abfeuern, mal spricht er von einer friedlichen Wiedervereinigung mit Südkorea."
"104|2003-01-13|Zeitung|Berliner Zeitung, 13.01.2003|So gesehen müsste die Union - im Interesse der Sache, auch wenn sie in ihren Augen geringfügig ist - bei den anstehenden Entscheidungen von übertriebenen Machtdemonstrationen im Bundesrat absehen.|Drei Wochen wird es noch dauern, bis wir wissen, ob in die Politik so etwas wie Vernunft einkehrt.|Vor den Landtagswahlen in Niedersachsen und Hessen am 2. Februar ist damit nicht zu rechnen."
"105|2003-01-13|Zeitung|Berliner Zeitung, 13.01.2003|Eine zweite Resolution würden allerdings auch die Amerikaner gern vermeiden.|Deutschland könnte sich etwa entschließen, mit all seinen Mitteln das Leid eines kommenden Krieges zu lindern und diesen Willen zur Grundlage seiner Politik machen.|Hier kommt der Bombenkrieg ins Spiel."
"106|2003-01-13|Zeitung|Berliner Zeitung, 13.01.2003|Auch das Benjamin-Franklin-Klinikum, das der Senat entschlossen war abzuwickeln, wird nun als Forschungseinrichtung erhalten.|Es knirscht in den Häusern, weil längst schon die Reserven mobilisiert wurden, von linker Politik konnte an keinem Tag in Flierls Amtszeit die Rede sein, aber es gab keine Panik-Schließungen.|Und es ist bisher nicht mehr abhanden gekommen, als das, was schon seine Vorgänger beschlossen hatten aufzugeben (Theater des Westens, Schloßpark- und Hansa-Theater)."
"107|2003-01-13|Zeitung|Berliner Zeitung, 13.01.2003|Die Verknüpfung zur politischen Philosophie erscheint ihr dabei unmittelbar:|""Wo immer es um die Relevanz der Sprache geht, kommt Politik notwendigerweise mit ins Spiel; denn Menschen sind nur darum zur Politik begabte Wesen, weil sie mit Sprache begabte Wesen sind.""|Die beiden Herausgeberinnen Ursula Ludz und Ingeborg Nordmann haben das umfangreiche Material übersichtlich aufgearbeitet."
"108|2003-01-13|Zeitung|Berliner Zeitung, 13.01.2003|Die Verknüpfung zur politischen Philosophie erscheint ihr dabei unmittelbar:|""Wo immer es um die Relevanz der Sprache geht, kommt Politik notwendigerweise mit ins Spiel; denn Menschen sind nur darum zur Politik begabte Wesen, weil sie mit Sprache begabte Wesen sind.""|Die beiden Herausgeberinnen Ursula Ludz und Ingeborg Nordmann haben das umfangreiche Material übersichtlich aufgearbeitet."
"109|2003-01-13|Zeitung|Berliner Zeitung, 13.01.2003|Kaum im Amt, hat er seine zwei Stellvertreter ihrer Posten enthoben.|Er verschmolz die Ressorts Politik, Wirtschaft und Panorama, einige Mitarbeiter sitzen inzwischen an anderen Arbeitsplätzen, einige mussten gehen.|""Wir wussten, dass wir Personal einsparen mussten."
"110|2003-01-13|Zeitung|Berliner Zeitung, 13.01.2003|Im Moment ist die Stimmung klar:|Es wird einen Aufstand der Ordnungshüter geben, wenn die Politik so weiter macht.|Und die Bevölkerung würde einen solchen Aufstand akzeptieren?"
"111|2003-01-13|Zeitung|Berliner Zeitung, 13.01.2003|Neben der seit Monaten anhaltenden Dürre tragen ethnische Auseinandersetzungen zwischen Stämmen und die vernichtende Kriegswirtschaft einiger Staaten zur Hungersnot bei.|In Simbabwe sorgt beispielsweise Ministerpräsident Mugabe für verwirrende Politik und Korruption.|Man vermutet sogar, dass er die Verteilung von Hilfsgütern an oppositionelle Bürger unterbindet."
"112|2003-01-14|Zeitung|Berliner Zeitung, 14.01.2003|In diesem Fall sollte die Regierung nicht den Sparkurs verstärken, weil sonst die Konjunktur noch weiter geschwächt werde.|Politik Seite 5|"
"113|2003-01-14|Zeitung|Berliner Zeitung, 14.01.2003|Fast die Hälfte der Einwohner von Landbesitz und Bürgerrechten auszuschließen, muss auf Krieg hinauslaufen.|Laurent Gbagbo kann nicht behaupten, er habe nicht gewusst, wohin seine Politik der Ivorité (von Côte d Ivoire, Elfenbeinküste) führt.|Er ist kein ungebildeter, unerfahrener Frischling."
"114|2003-01-14|Zeitung|Berliner Zeitung, 14.01.2003|""Es darf keinen Automatismus durch den Militäraufmarsch geben"", heißt es in einer Resolution, die der Grünen-Parteirat einstimmig fasste.|Ziel deutscher Politik bleibe, den Irak ohne militärische Gewalt zum Verzicht auf Massenvernichtungsmittel zu zwingen.|Außenminister Joschka Fischer nahm an der Abstimmung teil."
"115|2003-01-14|Zeitung|Berliner Zeitung, 14.01.2003|Bislang habe Bagdad nur passiv kooperiert.|Kommentar Seite 4, Politik Seite 7|"
"116|2003-01-14|Zeitung|Berliner Zeitung, 14.01.2003|Schon vor längerer Zeit hat die CDU-Vorsitzende Angela Merkel beteuert, sie könne gar nicht mehr zwischen äußerer und innerer Sicherheit differenzieren.|Nun, das Grundgesetz kann es - und verlangt es aus guten Gründen von der Politik.|Wolfgang Schäuble hat vor Jahr und Tag als Innenminister die Bundeswehr im Zusammenhang mit Kurden-Demonstrationen auf Autobahnen einsetzen wollen - von Terrorbekämpfung war damals zwar noch keine Rede, aber mit der Instrumentalisierung der Streitkräfte kann die Innenpolitik offenbar nicht früh genug beginnen."
"117|2003-01-14|Zeitung|Berliner Zeitung, 14.01.2003|Da dies nun geschieht, offenbar, um jüdische politische und militärische Aktionen zu rechtfertigen, die auf andere Art und Weise nicht zu rechtfertigen sind, wird es in allerhöchstem Maße zu einem jüdischen Problem; auf jeden Fall aber zu einem Problem, bei dem eine entscheidende Rolle spielt, was wirkliche Juden sagen und tun. ""|Kommune: Forum für Politik, Ökonomie, Kultur.|Verlag Kühl Verwaltungs GmbH, Frankfurt / M. Nr. 12/02. 6,15 Euro."
"118|2003-01-14|Zeitung|Berliner Zeitung, 14.01.2003|""Es gibt keinen systematischen Ort für den Forschungsgegenstand Kleinkindererziehung.""|Eine enge Kooperation von Politik, Wissenschaft und Praxis, wie sie in England mittlerweile etabliert sei, existiere deshalb nicht - zumal sich auch viele Kindergärten sperrten, sich in die Karten sehen zu lassen:|""Wir haben eine theoriefeindliche Praxis."""
